job_position,job_company,job_address,job_salary,job_welfare,job_year,job_education,company_num,company_business,job_detail
1706,数据统计及报送助理,上海银雁科技服务有限公司,上海-浦东新区,4.5-6千/月,五险一金/节日福利/高温补贴/周末双休/专业培训/做五休二,1年经验,本科,500-1000人,金融/投资/证券,"1.具有相关工作经验，具备一定的系统处理能力；
2.熟练运用Microsoft Office等办公软件；
3.工作认真仔细，责任心强，有良好的服务理念；
4.具有较强的文字/口头表达能力、沟通协调能力及执行力。
5.28周岁以下。
工作职责：
"
1707,财务数据编辑,上海大智慧股份有限公司,深圳,5-6千/月,周末双休/带薪年假/五险一金/绩效奖金/节日福利/年度旅游/年度奖金/专业培训,1年经验,本科,1000-5000人,计算机软件,"岗位职责描述：负责香港上市公司财务报告数据标准化处理，进行数据库维护更新。
职位要求：
1 金融、注会、会计、财务管理相关专业本科及以上学历；
2 有较准确扎实的会计学知识背景，有基础的财务报表阅读能力，能按标准化要求准确选取并整理编辑数据；
3 职业个性主动、细致、耐心、勤勉。
4 具备基础的英文阅读能力。
欢迎应届毕业生加入我们，有相关职业经验的人员优先考虑。
"
1708,上海青浦区数据员/文员,上海蓝全人力资源有限公司,上海-青浦区,6-8千/月,福/利/面/议,2年经验,大专,50-150人,专业服务(咨询、人力资源、财会),"岗位要求：大专及以上学历，有2年以前汽车物流仓储经验，熟悉物流操作系统，有一定的现场管理能力，适应白班夜班轮班。
岗位职责：汽车零配件物流仓库数据整理。
薪资待遇：基本工资3010+绩效工资1290+房补300+餐补300+五险一金+一年14薪+加班费+其他各种福利，税后6000以上。
工作地址：上海市青浦区华腾路1699号。
wx17301757067
"
1709,数据分析,深圳市乐易网络股份有限公司,深圳-南山区,1-1.2万/月,五险一金/员工旅游/餐饮补贴/年终奖金/弹性工作/定期体检/绩效奖金/带薪旅游/多次加薪,3-4年经验,本科,150-500人,"网络游戏,互联网/电子商务","乐易网络是一家数据驱动的手游公司，诚邀您作为数据分析工程师加入我们的数据平台团队，使用数据模型来优化我们的运营模式。
岗位职责：
1、负责对游戏运营的相关数据进行分析，完成从数据埋点、数据接入、验证、分析至数据可视化、专项数据分析报告输出的全套数据分析工作；
2、迭代优化固定数据分析产品，提高分析工作的时效性、准确性、稳定性、灵活性；
3、负责与产品、客户端、后台、测试沟通协调，并基于数据分析结果推动问题解决或游戏优化，持续关注后续数据表现及玩家反馈；
任职资格：
1、性格活泼开朗，态度积极向上，富有钻研精神；
2、坚实的统计基础知识，能够灵活运用统计工具解决实际问题；
3、熟练掌握SQL，能够实现数据拉取整合等基础操作；熟练掌握R，能够实现数据整合、计算及结果展示;
4、良好的沟通表达能力，能够使用简单通俗的语言准确、快速传递分析结果；
5、缜密的逻辑思维，能够透过复杂的现象敏锐捕捉到事务的本质；
6、统招本科及以上学历，统计、机器学习相关专业，0~3，英文能力强者优先。  
"
1710,推广/数据流量专员（带薪年假+五险一金）,升学教育集团,深圳-龙岗区,0.8-1万/月,福/利/面/议,1年经验,本科,1000-5000人,"教育/培训/院校,互联网/电子商务","【岗位职责】
1.熟练使用百度信息流、vivo、搜狗、360、广点通等网络推广平台特性及后台使用。 
2.负责各大网络平台账户的优化与日常维护，及时调整推广策略。 
3.负责监控和研究竞争对手及其他网站相关策略，制定竞争对抗策略。
4.每日/周/月统计账户数据报告，分析报告得出结论，制定推广策略。 
5.结合各部门数据结论反馈，调账推广策略，提高优化各项相关指标。
【任职要求】
1.本科及以上学历优先，工作经验一年左右优先；
2.了解市场营销、消费心理学、广告学等网络营销相关理论；
3.敏锐的市场洞察力，对数据敏感，有较强的数据分析能力；
4.较强的思维逻辑能力、沟通表达能力、团队合作能力。
【公司简介】
升学教育集团创建于2011年，是一家专注于成人学历提升的互联网教育培训机构。我们的服务涵盖了自学考试、成人高考、远程教育、国家开放大学等学历提升咨询和考前培训。经过8年的沉淀与发展，建立了令人瞩目的标准化课程体系和卓越的师资队伍，为广大学员创造学习机会和圆梦平台。
集团下辖深圳市升学文化传播有限公司、深圳市升学教育培训中心、深圳聚合在线教育科技有限公司、 深圳市博学教育培训中心、深圳乐学影视传媒有限公司等五大品牌机构。 
先后与暨南大学、广东科技学院、广州南洋理工职业学院等广东省知名院校达成战略合作，并获得市政府重点项目“深圳市全民素质提升计划”的授权，开展多项政府合作的培训项目。
截止2017年，升学教育版图已覆盖深圳、广州、东莞、佛山、珠海、顺德、中山、惠州、江门、 厦门、福州、上海、杭州、南京、重庆、成都、西安、乌鲁木齐、郑州、合肥等21个城市35个分校，学习平台累计服务学员达10万余人。
【团队规模】
集团目前团队人数近3000人，集结来自IBM、百度、华为、联想、金蝶、新东方等知名企业高管团队。教师团队硕士学历比例50%，接近300名教学运营团队为学员提供精细化教学服务，100多名中高级IT研发团队不断研发和迭代最新、***的互联网在线产品，曾多次荣获深圳教育三好单位和深圳区域最受用户关注教育品牌等荣誉。
"
1711,数据工程师,武汉东方赛思软件股份有限公司,武汉-江汉区,5-8千/月,五险一金/员工旅游/交通补贴/专业培训/绩效奖金/年终奖金/股票期权/定期体检/包吃包住/下午茶,在校生/应届生,本科,150-500人,计算机软件,"1. 负责数据ETL开发，提取、加工、清洗、处理各类数据； 
2. 负责数据平台的搭建、开发、维护、优化；
3. 对数据分析团队的业务分析需求给予数据建模支持；
4. 负责数据仓库设计、建设和优化；
5.从事海量数据查询、统计、分析、挖掘相关工作；
1.计算机相关专业，本科及以上学历，热爱数据，持续学习； 
2.熟练掌握Oracle、MySql等1-2种主流数据库；
3.熟悉Linux/Unix系统环境下的操作；熟悉Tomcat等应用服务器的配置和优化； 
4.良好的抗压能力及团队协作精神，喜欢解决数据相关难题；
5. 具有1-2年数据(仓)库/ETL/性能优化工作经验者优先。
1、收到面试通知，请带好个人简历及可以证明是本人身份证原件，前来面试。
2、面试流程为：笔试+面试。笔试内容分为逻辑思维题+专业技术题。
"
1712,大数据技术支持工程师,深圳市和讯华谷信息技术有限公司,北京,1-2万/月,五险一金/员工旅游/通讯补贴/绩效奖金/弹性工作/定期体检/下午茶/团队建设/节日福利/年终奖金,1年经验,本科,500-1000人,"互联网/电子商务,计算机软件","岗位职责：
1.负责公司大数据基础架构平台安装、调试、维护、售后等现场服务支持工作；
2.向用户解答产品问题；
3.收集、整理、分析、汇报服务支持过程中反馈的需求和问题；
4.启发用户业务使用，提升用户应用水平；
5.协助客户解决故障问题。
任职要求：
1.本科以上学历；
2.1年以上大数据开发经验；
3.熟练使用SQL，熟练使用Linux，能熟练写Shell脚本；
4.熟悉Hadoop生态圈中的组件之一或者多种（flume, kafka, Hive, HBase, Spark, impala，storm，ES）；
6.有志往数据统计领域发展，学习欲强，学习能力强，主动性强，抗压能力强，团队协作和客户服务导向意识强；
7.熟悉APP事件-用户统计分析各类平台或大数据类项目交付流程者优先。
薪资福利：
1.薪资结构：基本薪酬（10k-20k）+奖金+通讯补贴；
2.法定福利：五险一金（一档）、带薪年假、各种节假日；
3.公司福利：节日福利、月福利、下午茶、员工旅游、年度体检、茶水间无限供应咖啡花茶等；
4.工作时间：周末双休；
5.上市公司，工作氛围轻松。
"
1713,饮料数据专员,福建省盼盼食品集团,上海-闵行区,6-9千/月,五险一金/餐饮补贴/通讯补贴/交通补贴/绩效奖金/年终奖金/专业培训,1年经验,大专,500-1000人,快速消费品(食品、饮料、化妆品),"岗位主要为数据处理和会议管理两大模块
1、销售进度追踪及数据分析、考核数据的提供；
2、会议安排，包含人员通知、场地及住宿、会议记录、决议跟进
3、领导安排的其它事宜；
有意向可联系 人力资源杨先生  134 0080 8276（薪资根据能力和经验情况面议）
1、大学专科及以上，专业不限；
2、熟练掌握电脑办公软件操作
3、有较强的责任心
"
1714,数据库工程师,中旭建设集团有限公司,滁州,0.6-1.2万/月,五险一金/补充医疗保险/员工旅游/交通补贴/餐饮补贴/通讯补贴/年终奖金/绩效奖金/定期体检,3-4年经验,本科,150-500人,建筑/建材/工程,"1、数据库脚本创建，存储过程、触发器等数据库编程； 
2、数据库优化，包括SQL优化、索引及其他数据库优化手段；  
3、数据库开发文档的编写；
4、完成领导交办的其他工作。 
1、认同集团的企业文化，维护公司利益和声誉，具有良好的职业操守、全局意识，身体健康、品行端正；
2、计算机或相关专业大专以上学历，熟悉ORACLE、SQL SERVER、DB2等主流数据库系统，并可以使用pl/sql编写存储过程、函数包等数据库对象等
3、熟练进行sql查询优化以及数据库读写性能优化；
4、有较强的学习能力，有很强的团队精神及有效地与他人沟通能力。
安徽省滁州市中旭集团总部
具体面议
"
1715,财务数据主管（果壳）,宁波果壳电子商务有限公司,宁波,8-10万/年,餐饮补贴/周末双休/专业培训/意外险/企业文化活动/五险一金/年终奖金,3-4年经验,本科,1000-5000人,互联网/电子商务,"岗位内容：
1、负责整个公司经营、资金预算
2、预测年度现金流、利润，跟进月度现金流、利润
3、统筹财务稽核工作，分配工作
4、平台数据类分析工作
岗位要求：
 1、全日制本科学历以上，数据敏感，擅长分析；
 2、有财务类和服装行业经验者优先；
3、较好的沟通表达能力和团队管理能力。
"
1716,网络运营数据主管,武汉新东方学校,武汉-武昌区,0.6-1万/月,五险一金/周末双休/定期体检/绩效奖金/出国机会/员工旅游,2年经验,本科,1000-5000人,教育/培训/院校,"岗位职责：
1、根据各渠道平台情况，对全年商机转化目标进行拆分；
2、实时跟进目标完成情况，并进行反馈；
3、对各个渠道和平台进行市场分析，商机获取情况分析；
4、跟进各个渠道和平台的数据情况，并进行记录反馈；
5、对网络运营商机向事业部扭转情况进行监控和反馈；
6、对事业部的商机呼出和转化情况进行监控和反馈。
任职条件：
1、大学本科及以上学历，管理、营销、网络运营、市场营销等相关专业优先；
2、教育培训行业经验优先，有网络运营、网络营销、数据处理等相关从业经验；
3、诚实稳重，正直善良，对数据敏感，有互联网思维，具备较好的个人综合素质和工作经验。
企业福利：
1、公司缴纳五险一金（入职试用期内即开始办理养老、医疗、失业、工伤、生育保险及住房公积金），补充商业保险；
2、可享受5-20天带薪年假，国家法定节假日休假，员工生日假、婚假、产假、陪护假、哺乳假；
3、节日礼品、礼金（春节、端午节、教师节、中秋节等） 、生日、结婚及生育礼金，儿童节子女礼品，高温补贴；
4、年度体检，年度旅游；
5、员工及子女免费报班；
6、公司提供良好的职业培训和职业发展平台以及美国、英国等国学习、游学机会。
"
1717,大数据开发工程师（中国联通网络AI中心）,中国联合网络通信有限公司上海市分公司,上海-长宁区,20-40万/年,福/利/面/议,5-7年经验,本科,1000-5000人,"通信/电信运营、增值服务,通信/电信/网络设备","工作职责
1、完成基于大数据平台的业务项目的开发、实施和维护工作；
2、参与数据仓库设计，根据业务需求实现高效率高灵活性的查询，数据分析，数据挖掘； 
3、负责高吞吐高可用数据实时和离线采集，高并发的大数据业务架构设计
1、计算机相关专业，本科及以上学历； 
2、5年以上工作经验，3年以上大数据平台开发、维护经验； 
3、JAVA基础扎实，熟练掌握Core Java、多线程、数据结构算法；良好的面向对象编程思想，熟悉设计模式； 
4、精通Hadoop技术栈，熟悉大数据生态技术，如Impala、Sqoop、Klein、Flink、Kafka、Zookeeper、Oozie等集群架构，有大规模、开发及运维经验，能根据业务场景设计合适的技术栈完成需求；
 5、熟悉Hadoop安装、调试、发布配置应用，熟悉Linux操作系统；
 6、熟悉深度学习算法的基本概念和原理，至少1年深度学习建模算法经验； 
7、熟练掌握SQL语言，掌握Mysql、Oracle、Postgresql等一种或多种关系型数据库使用，有一定的SQL调优经验；
 8、至少熟练掌握Shell、Java、Scala、Python等编程语言中的两种； 
9、具备良好的团队合作精神，良好的沟通能力
"
1718,电商订单处理文员/数据文员（双休）,博行（香港）国际贸易有限公司,广州-海珠区,4.5-6千/月,带薪年假/五险一金/绩效奖金/节日福利/加班补贴/员工旅游/全勤奖/定期体检/包吃包住,1年经验,大专,50-150人,"互联网/电子商务,批发/零售","1、通过ERP系统处理（amz、ebay)平台海外仓的订单，Wish、Shopee、Joom等平台的中国直发订单；
2、公司运营数据的处理，包括：获取数据、统计、做报表等工作；
3、日常的ERP系统简单数据维护，包括：库存、报价调整等；
职位要求：
1、有电商平台订单处理经验，熟悉海外电商平台优先录用；
2、有数据统计经验，熟练使用Excel各种公式；
3、了解ERP系统的使用，了解一般进销存原理，有一定的英语水平；
4、有一定的物流基础知识者优先录用；
公司介绍：
广州市海珠区博行贸易商行，成立于2008年，是一家专业的外贸电子商务公司。我们通过创新的商业模式、完善的供应链体系、精准的网络营销技术，将产品远销到英国、美国、德国、西班牙、澳洲、日本等多个国家和地区，拥有坚实的客户基础和品质口碑。公司业务渠道以eBay、Amazon、Wish等国际站为主。我们拥有专业的、勇于创新的团队，包括：产品开发部、采购部、质检部、物流部、数据部、销售部、客服部、美工部、技术开发部、人事部、财务部、包装部，并在英国设有海外仓储。经营产品囊括家居类、卫浴类等近万种产品。目前，我们团队仍在不断开发新产品、开拓新市场。
我们为您提供不断完善的薪酬待遇和福利，包括：
1、薪酬福利：完善的薪酬制度、公开公平的业绩提成及年终奖励，五险一金、全勤奖等；
2、节日礼金：传统节日我们会送上精选的礼品或礼金；
3、年度旅游：每年定期组织1次旅游活动，优秀员工另加特定旅游奖励；
4、专业培训：定期培训和知识分享，让您在工作中不断自我增值；
5、公司每年提供调薪机会，让您的努力得到及时回报；
6、公司提供纵向与横向的职位规划之路。纵向：向管理方向发展，逐步进阶到带领团队的负责人；横向：向专业方向发展，逐步进阶到从事某个特殊领域的技能性专业人才；
7、法定节假日：国家法定假期、年假、圣诞假期；
8、休假制度：双休、上班时间：9：00-17:30分，午休：12:00-13:30分；
9、其它福利正在逐步完善中......
交通指南：
1、地铁：2号线市二宫地铁站D出口步行10分钟；
2、公交车站名：宝岗大道北站、海幢公园站、红会医院站。
工作地址
广州市海珠区福场路5号富力金禧商务中心2906室。
"
1719,数据统计员,苏州工业园区紫藤经贸有限公司,苏州,3-4.5千/月,福/利/面/议,在校生/应届生,大专,50-150人,互联网/电子商务,"岗位职责
1、负责公司各个店铺的数据管理，确保各项原始数据的真实性和准确性；
2、对数字敏感，有独立的数据统计和分析能力，具备规范与严谨的统计操作技能；
3、店铺各种数据和报表的录入和复核。
任职资格
1、大专及以上学历，物流等相关专业；
2、有数据统计或物流行业工作经验者优先考虑；
3、熟练使用办公软件；
4、对工作细心、认真、仔细，有责任心、敬业精神。
"
1720,数据专员,广州荟赞广告传媒有限公司,广州-白云区,3-6千/月,福/利/面/议,在校生/应届生,大专,150-500人,广告,"1、负责客户的对接与维护。
2、负责客户需求了解跟进及商务合作洽谈，并将客户需求反馈给内部运营部门。
3、对广告投放出现的突发状况问题进行及时了解与沟通解决。
4、广告数据的统计及广告费用账目核对。
任职要求
1、大专以上学历，有过销售或财务相关工作经验者优先；
2、熟练操作办公软件，会运用excel表数据公式，对数字较为敏感；
3、性格开朗、思维敏捷，沟通交际能力强。
"
1721,高级大数据工程师（java方向),i-Shanghai,上海-徐汇区,1.8-2.5万/月,五险一金/补充医疗保险/员工旅游/绩效奖金/定期体检,5-7年经验,大专,150-500人,互联网/电子商务,"岗位描述：
1、 参与数据类项目商机评估，需求评审，设计方案编写工作；
2、 根据业务需求，编写研发概要设计，详细设计材料，并参与编码工作；
3、 根据公司技术研发规范和客户要求，保障项目实施流程中关键节点的交付目标达成，如期高质量完成任务；
4、 项目研发过程中对组员交付的文档、代码进行review；
5、组织项目复盘，总结项目研发中的经验教训，为后期工作开展提供帮助；
任职资格：
1、5年以上大数据开发经验，具备扎实的java开发功底。
2、具备一定的研发材料编写能力，能独立完成整体技术方案规划、设计、讲演；
3、具备一定的JAVA性能调优能力，对JMX有一定的了解，能及时定位代码中肉眼看不到的性能和资源回收问题，并自行解决；
4、熟悉大数据生态系统，包括但不限于Hadoop, HBase, Hive，ElasticSearch，Spark，Storm 等，具备2年以上开发和使用经验；
5、熟悉MQ相关架构使用，如Kafka,RabbitMQ等，具备一定高并发场景下的数据处理；
6、了解Linux系统，熟悉常用的linux的shell命令；
7、熟悉常用的Oracle,Mysql,Mongodb开发能力；
8、熟悉微服务架构，具备使用spring cloud全家桶常用框架的能力，能完成数据服务能力开放。
"
1722,数据专员,上海同致汽车配件有限公司,上海-松江区,5-7千/月,周末双休/绩效奖金/带薪年假/五险一金,1年经验,大专,150-500人,"贸易/进出口,汽车及零配件","1、整理各种业务进行中所需要的数据
2、与IT部门的同事对接系统需求
3、接收平台运营数据，汇总制作数据报表，利用专业数据分析方法，提供各类数据报表给各业务模块
4、根据市场营销活动中对消费者数据的分析研究，对营销活动提出合理化建议
5、定期向部门经理、主管汇报部门整体运营数据情况，给予管理者提供决策支持
6、完成领导交办的其他工作。
1、大专及以上学历，有正面积极向上的工作态度，认可公司的价值文化
2、良好的沟通能力，能高效的处理好各类数据处理工作
3、对数据敏感、善于分析、注重细节、做事有条理;精通办公软件特别是excel
4、良好的学习能力和自我激励能力
"
1723,数据分析师,粤百年投资控股有限公司,佛山,0.8-1万/月,福/利/面/议,2年经验,本科,500-1000人,"多元化业务集团公司,物业管理/商业中心","岗位职责：
 1、负责基于BI系统相关的业务需求收集、分析和报表逻辑编写。
2、参与BI系统的规划和技术方案设计。
3、理解业务和数据关系，参与BI系统的实施和报表的评估、开发。
4、负责BI系统的日常技术支持、优化与推广。
5、负责监控BI系统的运行，确保BI系统能提供满足业务需求的信息服务。
6、负责BI相关数据源的提取、处理。
7、上级安排的其他工作。
任职要求：
1、具备2年以上BI系统实施和运维经验。
2、熟悉SAP BO的实施和应用，具备其他BI工具应用的丰富经验者亦可。
3、熟练掌握SQL编写，数据建模技能。
4、具备较强的业务理解能力和数据分析能力。
"
1724,数据分析师/数据专员-偏快手直播,广州集优电子商务有限公司,广州-海珠区,6-9千/月,全勤奖/绩效奖金/节日福利/五险/下午茶福利/团建福利/结婚生育福利/生日福利,2年经验,大专,150-500人,"互联网/电子商务,批发/零售","岗位职责：
1、关注国内外大小彩妆品牌的直播带货数据并分析。
2、收集快手直播平台带货的主播，并分析数据。
3、根据快手直播中客户与主播的特性，分析与优化我们的直播，令我们在选品、活动力度等决策上更精准。
任职要求：
1、对彩妆行业与产品有一定的了解；
2、有在字节跳动/抖音/快手/今日头条等直播、短视频平台任职数据分析优先，或有快手直播/快手运营工作经验优先；
3、大专及以上学历，统计学、经济统计学、数学等相关专业优先；
4、2年及以上数据分析工作经验，对数据具有较强的敏感性；
5、具备数据分析专业知识，能够通过数据查找到营销的机会点及痛点难点，给出针对性建议；
6、熟练操作办公软件，善于运用数据分析工具。
"
1725,数据分析实习生,深圳市友诚林企业管理有限公司,深圳-南山区,4.5-6千/月,周末双休/带薪年假/五险一金/包住宿/加班补贴,在校生/应届生,大专,150-500人,计算机软件,"岗位要求：
1、专业不限，学历大专及以上，优秀者可放宽学历要求；
2、年龄在20 - 30岁之间，对数据感兴趣，并意向大数据行业；
3、善于发现及解决问题，有良好的思维逻辑能力；
4、有良好的工作态度和团队合作精神；
福利待遇:
1、五险一金，周末双休，享受国家法定假日；
"
1726,数据分析经理（深圳）,AAC Technologies Holdings Inc.,深圳-南山区,1.8-3万/月,五险一金/免费班车/定期体检/绩效奖金,3-4年经验,本科,10000人以上,电子技术/半导体/集成电路,"工作职责:
1．根据集团架构和管理思路，针对集团全球产业投资布局数据分析、公司财务数据统计分析等，有效整合并深度挖掘数据信息，准确分析公司经营状况并有效支持集团经营发展决策；
2．结合外部市场信息和集团业务数据，挖掘有价值的分析专题，为集团及应发展提供数据分析支持
任职资格:
1．全日制统招本科及以上学历，金融、财务、数学、统计、信息技术等相关专业；
2．有风险投资、FA、咨询公司工作经验，熟悉行业研究、公司基本面研究方法，熟悉企业估值方法、公司战略、财务模型的优先考虑；
3．具有较强的商业意识、洞察力、出色的逻辑分析能力及对数据的敏感度，善于发现问题并能独立解决问题，具备良好的报告撰写能力和数据分析能力；
4. 熟练使用数据分析相关工具，熟练使用办公软件如PPT等；
5．良好的英文听说读写能力；
4．思维清晰、认真细致，有强烈的责任心和进取心，抗压能力强，具备良好的协调沟通能力和团队合作精神。
"
1727,数据统计员,四川通宏建筑工程有限公司,成都-双流区,3-4.5千/月,福/利/面/议,在校生/应届生,大专,50-150人,"建筑/建材/工程,房地产","岗位职责
1、负责公司各个项目材料的数据管理，确保各项原始数据的真实性和准确性；
2、对数字敏感，有独立的数据统计和分析能力，具备规范与严谨的统计操作技能；
3、项目材料各种数据和报表的录入和复核。
任职资格
1、大专及以上学历；
2、有数据统计工作经验者优先考虑；
3、熟练使用办公软件；
4、对工作细心、认真、仔细，有责任心、敬业精神。
"
1728,数据分析岗(J10283),杭州金翰控股集团有限公司,杭州-西湖区,0.8-1万/月,五险一金/交通补贴/餐饮补贴/通讯补贴,1年经验,本科,150-500人,房地产,"工作职责:
数据采集、报表编报	
1、收集各项目公司/平台/区域经营数据，整理、复核、汇总后及时报送给领导作为决策依据；
2、按时发布集团销售日报、销售月报、半年度报告、年度报告等上级交办的报告；
3. 协助建立数据中心，做好日常数据维护工作；			
4、上级领导安排的其他工作指令。	
任职资格:
1、全日制本科及以上，财务（审计）、房地产经济学等专业；		
2、具备对数据高敏感力，有较强的统计分析能力；
3、工作细致严谨、责任心强；
4、了解房地产行业和业务流程；
5、熟练掌握OFFICE办公软件（Excel、ppt等）；
6、具备较强的学习能力。
"
1729,数据架构师,东华软件股份公司,石家庄,面议,三险一金,3-4年经验,本科,1000-5000人,"计算机服务(系统、数据服务、维修),计算机软件","任职要求：
1、计算机或相关专业本科（或以上）学历，计算机基础理论知识扎实，能承受一定抗压力； 
2、有数据仓库、大数据平台、数据挖掘等相关架构规划5年以上经验优先； 
3、熟悉数据中台架构，有数据采集、数据治理、数据模型规划、数据场景规划经验值3年以上；
4、有一定的数据可视化规划能力；
5、具备较强的沟通能力，逻辑思维能力； 
6、负责文旅相关行业项目经验者优先。
工作职责：
1、了解客户需求，理解客户的痛点与难点，评估制定合理可行的数据架构方案；
2、负责客户的大数据平台的总体架构、设计和研发工作；
3、把握复杂业务数据下的建模设计、数据治理和数据分析；
4、负责数据存储规划、数据架构技术选型、可行性研究分析等工作；
5、具备良好的数据场景设计能力，能对用户关心的各种场景进行提炼分析。 
"
1730,大数据分析师,重庆智汇电子商务规划研究院,重庆-江北区,4.5-6千/月,五险一金/周末双休/带薪年假/绩效奖金/节日福利,2年经验,本科,50-150人,互联网/电子商务," 1、计算机或相关专业本科以上学历，2年以上数据分析等相关工作经验；
 2、精通MySQL，能独立提取分析所需数据，熟悉hadoop者优先；
 3、有产品、运营、统计、用户相关业务分析经验，能独立完成数据分析报告；
 4、熟悉python语言；
 5、熟练使用office办公软件；
 6、优秀的业务理解能力和沟通能力，能跨部门合作沟通；
 7、了解kettl、调度工具；
 8.  工作积极主动，充满激情；
 9.  具有大数据算法设计经验；
 10.  同时具有图像处理和分析经验的优先考虑；
 11.  有责任心，能够承受一定的工作压力；
 12.  具有良好的工作能力和团队协作精神；
 13.  具有良好的逻辑思维能力和业务解读能力。
"
1731,综合运维工程师（数据中心),本贸科技股份有限公司,乌兰察布,0.6-1万/月,五险一金/年终奖金/国家法定假期/员工旅游/定期体检/五天工作制/绩效奖金,1年经验,大专,150-500人,"建筑/建材/工程,互联网/电子商务","岗位职责：
1、数据中心日常巡视巡检；
2、 数据中心设备设施日常维护保养，发现故障隐患问题及时上报；
3、 数据中心运行数据（如能耗数据、环境数据）记录、整理、分析，定期输出分析报告；
4、 完成客户临时安排的其它工作。
岗位要求：
1、大专及以上学历，具备1年以上数据中心基础设施维护经验，3年以上数据机房相关设备设施维护经验。
2、 熟悉数据中心基础设施，如电气系统、暖通系统、弱电系统、消防系统等；
3、良好的口头书面表达能力和沟通能力；
4、能熟练使用Office办公软件。
"
1732,初级数据工程师,安徽力瀚科技有限公司,合肥-庐阳区,0.6-1万/月,五险一金/员工旅游/交通补贴/餐饮补贴/通讯补贴/专业培训/绩效奖金/年终奖金/定期体检,2年经验,本科,150-500人,"计算机硬件,计算机服务(系统、数据服务、维修)","一、岗位职责
1、 负责大数据项目的数据治理、数据分析、数据建模、数据标准制定；
2、负责大数据计算框架的选型与计算流程的设计与开发；
3、参与数据服务的设计与开发；
4、负责对所选型的大数据组件部署、性能调优；
5、负责客户需求的对接，将客户需求转化成数据模型。
二、任职资格
1、沟通能力良好，业务和需求理解能力良好，能基于客户业务需求，构建数据化的模型；
2、熟练掌握SQL语言，并能基于传统数据库如Oracle,MySQL,SqlServer等数据分析；
3、熟练掌握Hadoop平台或者阿里大数据平台组件部署、调优、中间件的安装部署；
4、熟练掌握Hadoop、ODPS平台组件，如：Hive、Hbase、Spark、MapReduce、Kettle等大数据平台组件，能根据项目需要自主掌握新的数据处理工具；
5、熟练掌握一种或多种自动化数据处理脚本语言如：Python、JS等；
6、参与过数据治理、数据分析、数据建模、数据标准制定等项目者优先；
7、有担任数据工程师或相关岗位3年以上经验；
8、掌握或了解者阿里大数据平台组件者优先；
9、同等条件下中共党员优先录用。
三、福利待遇
1、薪酬：一经录用，公司提供富有竞争力的薪资待遇，每年不定期调薪机会；
2、福利：五险一金、商业保险、带薪休假、节日礼品、健康体检、公费培训、高温补助、差旅补贴、生日福利等；
3、津贴：午餐补贴、交通补贴、通讯补贴、满勤奖、年终奖金等；
4、员工活动：聚餐、足球、篮球、羽毛球、爬山、跑步、唱歌等。
四、培训方案
1、入职培训：企业文化、商务礼仪、规章制度、职业规划等；
2、在岗培训：业务培训、技能培训、素质培训、拓展训练等。
上班时间：上午8：30-12:00，下午1:30-5：30
"
1733,大数据架构师(J10071),北京三维天地科技股份有限公司西安分公司,西安,1.5-2万/月,五险一金/餐饮补贴/专业培训/交通补贴/定期体检,5-7年经验,本科,150-500人,"计算机软件,计算机服务(系统、数据服务、维修)","工作职责:
负责公司大数据治理与分析平台的架构设计与研发；
任职资格:
  1. 大数据领域（主要是spark/hadoop/Hive）架构及设计经验
    2. 熟悉Scala，Java语言，有丰富的分布式编程经验；
    3. 熟练使用Spark SQL和Spark MLlib，对spark的运行原理有深入了解
    4. 熟悉hadoop/spark的生态系统，例如Hive、Hbase、Yarn、kafka、Zookeeper等。
    5. 熟悉spark/hadoop集群架构的设计和优化
    6. 本科以上学历、研究生优先, 5年以上工作经验，32岁以下。
"
1734,仓库数据员,广州名都汇服饰有限公司,广州-白云区,4.5-6千/月,弹性工作/员工旅游/年假长/餐饮补贴,1年经验,大专,少于50人,服装/纺织/皮革,"1、根据系统数据整理出入库单据
2、反馈处理出入库质量问题、数量差异
3、负责出入库日报表，月经营分析会报表，绩效考核报表的统计
4、负责转仓货品差异反馈及处理
5、负责退货收货情况的反馈
6、负责盘点异常情况调整、盘点单据生产、盘点损益处理
7、负责定期收集和整理配送中心各项数据并完成数据报表
8、分析和监控仓库业务数据，为决策和计划提供数据支持任职资格
"
1735,图像数据整理实习生,杭州很赞科技有限公司,杭州-滨江区,100元/天,福/利/面/议,在校生/应届生,大专,50-150人,计算机软件,"1、负责公司产品图像样本整理。
2、根据产品规则筛选不符合要求样本。
3、将样本用图片标定软件进行标定。
4、负责收集图片样本。 
任职要求：
1、会各类办公软件操作基本熟练。
2、要求有责任心，耐心，细心。
3、一周至少保证4天在岗，且不少于2个月的实习期；
"
